ID0000,sss000,yyyy00,mm0000,dd0000,sscode,ssname,sstype,fa0108,fa0110,fa0112,fa0114,fa0116,fa0118,fa0120,fa0122,mem000
653,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-60,657,红花木莲,Manglietia insignis (Wall.)Bl.,34.3,19,常绿高位芽,ALF200306_0,
654,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-60,658,红花木莲,Manglietia insignis (Wall.)Bl.,21.5,23,常绿高位芽,ALF200306_0,
655,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-61,659,南洋木荷,Schima noronhae Reinw. ex Blume,14.9,7,常绿高位芽,ALF200306_0,
656,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-61,660,南洋木荷,Schima noronhae Reinw. ex Blume,73.9,28,常绿高位芽,ALF200306_0,
657,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-61,661,翅柄紫茎,Hartia sinensis Dunn,8.3,7.5,常绿高位芽,ALF200306_0,
658,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-61,662,多果新木姜子,Neolitsea polycarpa H.Liou,3,4,常绿高位芽,ALF200306_0,
659,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-61,663,瑞丽鹅掌柴,Schefflera shweliensis W.W.Smith,53.7,19,常绿高位芽,ALF200306_0,
660,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-61,664,小花山茶,Camellia forrestii (Diels )Coh.,2.1,1.8,常绿高位芽,ALF200306_0,
661,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-61,665,黄心树,Machilus bombycina King ex Hook.f.,25,17,常绿高位芽,ALF200306_0,
662,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-61,666,紫药女贞,Ligustrum delavayanum Hariot,28.1,13,常绿高位芽,ALF200306_0,
663,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-61,667,紫药女贞,Ligustrum delavayanum Hariot,2.7,3.5,常绿高位芽,ALF200306_0,
664,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-61,668,小花山茶,Camellia forrestii (Diels )Coh.,5.3,3.5,常绿高位芽,ALF200306_0,
665,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-61,669,小花山茶,Camellia forrestii (Diels )Coh.,4.1,5.2,常绿高位芽,ALF200306_0,
666,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-62,670,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,8.9,8.5,常绿高位芽,ALF200306_0,
667,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-62,671,柳叶润楠,Machilus salicina Hance,3.9,3.6,常绿高位芽,ALF200306_0,
668,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-62,672,柳叶润楠,Machilus salicina Hance,5.1,3.8,常绿高位芽,ALF200306_0,
669,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-62,673,翅柄紫茎,Hartia sinensis Dunn,14.4,16,常绿高位芽,ALF200306_0,
670,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-62,674,小花山茶,Camellia forrestii (Diels )Coh.,10.3,2.8,常绿高位芽,ALF200306_0,
671,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-62,675,小花山茶,Camellia forrestii (Diels )Coh.,6.5,2.8,常绿高位芽,ALF200306_0,
672,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-62,676,小花山茶,Camellia forrestii (Diels )Coh.,2.7,2.1,常绿高位芽,ALF200306_0,
673,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-62,677,多花山矾,Symplocos ramosissima Wall.ex G.Don,3.6,6.5,常绿高位芽,ALF200306_0,
674,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-62,679,滇润楠,Machilus yunnanensis Lecomte,4.8,7.5,常绿高位芽,ALF200306_0,678号死亡
675,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-62,680,滇润楠,Machilus yunnanensis Lecomte,2.9,5.5,常绿高位芽,ALF200306_0,
676,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-62,681,滇润楠,Machilus yunnanensis Lecomte,2.5,5.5,常绿高位芽,ALF200306_0,
677,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-62,682,滇润楠,Machilus yunnanensis Lecomte,7.5,8.5,常绿高位芽,ALF200306_0,
678,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-62,683,山矾,Symplocos sumuntia Buch.-Ham. ex D. Don,5.6,8.5,常绿高位芽,ALF200306_0,
679,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-62,684,山矾,Symplocos sumuntia Buch.-Ham. ex D. Don,3.1,2.1,常绿高位芽,ALF200306_0,
680,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-62,685,山矾,Symplocos sumuntia Buch.-Ham. ex D. Don,13,9.5,常绿高位芽,ALF200306_0,
681,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-62,686,黄心树,Machilus bombycina King ex Hook.f.,6.6,9.5,常绿高位芽,ALF200306_0,
682,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-63,687,木果柯,Lithocarpus xylocarpus (Kurz) Markgr.,2.2,2.5,常绿高位芽,ALF200306_0,
683,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-63,688,波叶稠李,Prunus undulata Buch.-Ham.,8.9,9,常绿高位芽,ALF200306_0,
684,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-63,689,云南柃(云南志:斜基叶,Eurya obliquifolia Hemsl.,4.1,3.2,常绿高位芽,ALF200306_0,
685,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-63,690,大花八角,Illicium macranthum A.C.Smith,9.6,9.5,常绿高位芽,ALF200306_0,
686,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-63,691,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,2.6,4.2,常绿高位芽,ALF200306_0,
687,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-63,692,翅柄紫茎,Hartia sinensis Dunn,7.5,9,常绿高位芽,ALF200306_0,
688,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-63,693,小花山茶,Camellia forrestii (Diels )Coh.,5.7,5.2,常绿高位芽,ALF200306_0,
689,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-63,694,小花山茶,Camellia forrestii (Diels )Coh.,9.7,7.5,常绿高位芽,ALF200306_0,
690,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-63,695,小花山茶,Camellia forrestii (Diels )Coh.,7.4,6.5,常绿高位芽,ALF200306_0,
691,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-63,696,红花木莲,Manglietia insignis (Wall.)Bl.,32.5,21,常绿高位芽,ALF200306_0,
692,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-63,697,南洋木荷,Schima noronhae Reinw. ex Blume,16.2,12,常绿高位芽,ALF200306_0,
693,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-63,698,翅柄紫茎,Hartia sinensis Dunn,3.6,4.6,常绿高位芽,ALF200306_0,
694,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-63,699,小花山茶,Camellia forrestii (Diels )Coh.,7.4,2.6,常绿高位芽,ALF200306_0,
695,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-63,700,七裂槭,Acer heptalobum Diels,23.2,18,落叶高位芽,ALF200306_0,
696,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-63,701,南洋木荷,Schima noronhae Reinw. ex Blume,32,26.5,常绿高位芽,ALF200306_0,
697,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-63,702,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,2.1,3.5,常绿高位芽,ALF200306_0,
698,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-64,703,薄叶山矾,Symplocos anomala Brand,2.7,3.1,常绿高位芽,ALF200306_0,
699,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-64,704,腾冲锥,Castanopsis wattii (King ex Hook. f.) A. Camus,104.3,30,常绿高位芽,ALF200306_0,
700,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-64,705,丛花山矾,Symplocos poilanei Guill.,4.2,4.8,常绿高位芽,ALF200306_0,
701,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-64,707,大花八角,Illicium macranthum A.C.Smith,10.9,6.5,常绿高位芽,ALF200306_0,706号死亡
702,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-64,708,山矾,Symplocos sumuntia Buch.-Ham. ex D. Don,5.6,5.5,常绿高位芽,ALF200306_0,
703,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-64,709,丛花山矾,Symplocos poilanei Guill.,3.6,6,常绿高位芽,ALF200306_0,
704,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-64,710,小花山茶,Camellia forrestii (Diels )Coh.,3.2,6.5,常绿高位芽,ALF200306_0,
705,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-64,711,大黄连,Mahonia mairei Takeda,2.6,3.2,常绿高位芽,ALF200306_0,
706,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-64,712,小花山茶,Camellia forrestii (Diels )Coh.,9.4,8,常绿高位芽,ALF200306_0,
707,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-64,713,长尾青岗,Cyclobalanopsis stewardiana Hsu var.longicaudata H,12.4,11.5,常绿高位芽,ALF200306_0,
708,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-64,714,长尾青岗,Cyclobalanopsis stewardiana Hsu var.longicaudata H,5.7,6.5,常绿高位芽,ALF200306_0,
709,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-64,715,宿鳞稠李,Padus perulata Yu et Ku,72.6,30,落叶高位芽,ALF200306_0,
710,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-64,716,丛花山矾,Symplocos poilanei Guill.,7.8,8,常绿高位芽,ALF200306_0,
711,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-64,717,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,6.2,6.5,常绿高位芽,ALF200306_0,
712,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-64,718,丛花山矾,Symplocos poilanei Guill.,3.2,2.8,常绿高位芽,ALF200306_0,
713,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-64,719,丛花山矾,Symplocos poilanei Guill.,5.1,7.5,常绿高位芽,ALF200306_0,
714,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-64,720,大花八角,Illicium macranthum A.C.Smith,9.6,6,常绿高位芽,ALF200306_0,
715,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-64,721,丛花山矾,Symplocos poilanei Guill.,5.3,6.5,常绿高位芽,ALF200306_0,
716,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-65,722,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,3.9,3.8,常绿高位芽,ALF200306_0,
717,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-65,723,薄叶山矾,Symplocos anomala Brand,8.5,12.5,常绿高位芽,ALF200306_0,
718,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-65,724,薄叶山矾,Symplocos anomala Brand,4.1,4.2,常绿高位芽,ALF200306_0,
719,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-65,725,波叶稠李,Prunus undulata Buch.-Ham.,4.2,6.5,常绿高位芽,ALF200306_0,
720,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-65,727,云南柃(云南志:斜基叶,Eurya obliquifolia Hemsl.,7.7,4.5,常绿高位芽,ALF200306_0,726号死亡
721,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-65,728,黄心树,Machilus bombycina King ex Hook.f.,2.5,3.2,常绿高位芽,ALF200306_0,
722,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-65,729,腾冲锥,Castanopsis wattii (King ex Hook. f.) A. Camus,63.8,30,常绿高位芽,ALF200306_0,
723,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-65,730,红花木莲,Manglietia insignis (Wall.)Bl.,13,9.2,常绿高位芽,ALF200306_0,
724,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-66,731,黄心树,Machilus bombycina King ex Hook.f.,2.9,3.8,常绿高位芽,ALF200306_0,
725,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-66,732,腾冲锥,Castanopsis wattii (King ex Hook. f.) A. Camus,18.5,14.5,常绿高位芽,ALF200306_0,
726,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-66,733,木果柯,Lithocarpus xylocarpus (Kurz) Markgr.,116.9,30,常绿高位芽,ALF200306_0,
727,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-66,734,小花山茶,Camellia forrestii (Diels )Coh.,5.4,3.5,常绿高位芽,ALF200306_0,
728,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-66,735,滇润楠,Machilus yunnanensis Lecomte,31.9,7.6,常绿高位芽,ALF200306_0,
729,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-67,736,丛花山矾,Symplocos poilanei Guill.,3,3.1,常绿高位芽,ALF200306_0,
730,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-67,737,云南柃(云南志:斜基叶,Eurya obliquifolia Hemsl.,6.6,4.5,常绿高位芽,ALF200306_0,
731,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-67,738,云南柃(云南志:斜基叶,Eurya obliquifolia Hemsl.,2.7,2.8,常绿高位芽,ALF200306_0,
732,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-67,739,翅柄紫茎,Hartia sinensis Dunn,7.8,7.5,常绿高位芽,ALF200306_0,
733,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-67,740,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,3.1,4.5,常绿高位芽,ALF200306_0,
734,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-67,741,多花山矾,Symplocos ramosissima Wall.ex G.Don,3.3,4.1,常绿高位芽,ALF200306_0,
735,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-67,742,滇润楠,Machilus yunnanensis Lecomte,6.4,6.5,常绿高位芽,ALF200306_0,
736,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-67,743,丛花山矾,Symplocos poilanei Guill.,7.4,6.8,常绿高位芽,ALF200306_0,
737,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-67,744,大花八角,Illicium macranthum A.C.Smith,17,21,常绿高位芽,ALF200306_0,
738,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-67,745,薄叶山矾,Symplocos anomala Brand,4.6,7.1,常绿高位芽,ALF200306_0,
739,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-67,746,丛花山矾,Symplocos poilanei Guill.,5.8,6.1,常绿高位芽,ALF200306_0,
